data/namaPerusahaan,data/alamatPerusahaan
PR Agnes Desiree Nathalia Bogar,"Asabri 1, Girian Indah, Girian, Kota Bitung, Sulawesi Utara"
PR Agnes Dhamayanti,"vila hang lekir Blok DD7 No 11, Baloi Permai, Batam Kota, Kota Batam, Kepulauan Riau"
PR Agnes Eka Pratiwi,"Brabasan, Brabasan, Tanjung Raya, Kabupaten Mesuji, Lampung"
PR Agnes Furwani,"Jl. Meranti Raya Rt.010 No.21, Alalak Utara, Banjarmasin Utara, Kota Banjarmasin, Kalimantan Selatan"
PR Agnes Habita,
PR Agnes Juliana Latumeten,"JL DR J LEIMENA, Hative Besar, Teluk Ambon, Kota Ambon, Maluku"
PR Agnes Kendayusuma,
PR Agnes Kolanus,"Makalu, Makalu, Pusomaen, Kabupaten Minahasa Tenggara, Sulawesi Utara"
PR Agnes Lidwina Rini,"dusun air bening, Sungai Bening, Sajingan Besar, Kabupaten Sambas, Kalimantan Barat"
PR Agnes Meika Fazira,"Desa Koto Dian, Koto Dian, Hamparan Rawang, Kota Sungai Penuh, Jambi"
PR Agnes Narahawarin,"Ohoi Wearlilir, Wearlilir, Kei Kecil, Kabupaten Maluku Tenggara, Maluku"
PR Agnes Novia,"Kelurahan Parenggan Jl. Soponyono Gg.Amarta III No.198 Pati, Parenggan, Pati, Kabupaten Pati, Jawa Tengah"
PR Agnes Nugraeni Puspitaningrum,"Jl. Pajajaran Blok B No. 23, Tegalkamulyan, Cilacap Selatan, Kabupaten Cilacap, Jawa Tengah"
PR Agnes Rezkyta Herwang Dani,"Perumahan Sofwa Indah Permai Tahap II Blok C no 09, RT.13, RW.06, Jalan Manunggal, Jelarai Selor, Tanjung Selor, Kabupaten Bulungan, Kalimantan Utara"
PR Agnes Sri Hartati,"Mriyan RT 04 RW 22, Margomulyo, Seyegan, Kabupaten Sleman, DI Yogyakarta"
PR Agnes Sri Hindarsih,"PERUM GUMILIR INDAH BLOK 15 / 52, Kebonmanis, Cilacap Utara, Kabupaten Cilacap, Jawa Tengah"
PR Agnes Steti Sanger,
PR Agnes Tri Hastutiningsih,
PR Agnes Tukku,"Sarong Manik, Bambalu, Kurra, Kabupaten Tana Toraja, Sulawesi Selatan"
PR Agnes Vanti Yuvani,"Kelurahan Larantuka, Larantuka, Larantuka, Kabupaten Flores Timur, Nusa Tenggara Timur"
PR Agnes Wahyu Eko Susilowati,"Jalan Basuki Rahmat Lrg. Perjuangan No. 33, Tatura Selatan, Palu Selatan, Kota Palu, Sulawesi Tengah"
PR Agnes Wilujeng Indra Puspitasari,"Jl. panglima Sudirman 458, Wiroborang, Mayangan, Kota Probolinggo, Jawa Timur"
PR Agnesia Melinda Inna,"SA'DAN ANDULAN, Sadan Andulan, Sa'dan, Kabupaten Toraja Utara, Sulawesi Selatan"
PT Agni Pradipa Indrajaya,"Green Sedayu Bizpark Cakung blok GS 8A No 32, Cakung Timur, Cakung, Kota Jakarta Timur, DKI Jakarta"
PT Agnindo Artha Sentosa,
PT Agniprima Internusa,"JL. AGUNG PERKASA IX BLOK K 2 NO. 25, Sunter Agung, Tanjung Priok, Kota Jakarta Utara, DKI Jakarta"
PT Ago Furindo,"JL.INDUSTRI BARAT RAYA NO.67A, MUKTIHARJO LOR, GENUK, Kota Semarang, Jawa Tengah"
PR Ago Purnawijaya,"jl.padat karya rt18 ,kel.handil bakti, kec.palaran, Handil Bakti, Palaran, Kota Samarinda, Kalimantan Timur"
PR Agogo Garment Indonesia,"Sonomarto, Jatirejo, Sawit, Kabupaten Boyolali, Jawa Tengah"
PT Agondi Teknologi Inovasi,"Green Sedayu Biz Park Cakung Blok GS 11 No.37, Jl. Raya Cakung Cilincing, Cakung Timur, Cakung, Kota Jakarta Timur, DKI Jakarta"
PR Agori Indonesia,
PR Agpa Refinery Complex,
PT Agra Bareksa Indonesia,"Jalan Propinsi RT.003, Buluminung, Penajam, Kabupaten Penajam Paser Utara, Kalimantan Timur"
PT Agra Data Indonesia,
PT Agra Jaya,"Jl. KH. Hasyim Ashari Kav. DPR Blok A No. 213, 302 dan Kav. DPR Blok B No.9, Kenanga, CIpondoh, Kota Tangerang, Banten"
PT Agra Jaya Pertama,"Jalan Ruko Bandengan Indah Blok B no 33, penjaringan, penjaringan, Kota Jakarta Utara, DKI Jakarta"
PT Agra Sawitindo,"JL. RAYA BENGKULU - CURUP KM 20, UJUNG KARANG, KARANG TINGGI, Kabupaten Bengkulu Tengah, Bengkulu"
CV Agra Sejahtera,"Dusun IV Desa Pelambua Kec Pomalaa Kab Kolaka Provinsi Sulawesi Tenggara, Pelambua, Pomalaa, Kabupaten Kolaka, Sulawesi Tenggara"
"CV Agradaya Indonesia, Cv","Dusun Planden RT 03/14, Desa Sendangrejo, Kecamatan Minggir, Sendangrejo, Minggir, Kabupaten Sleman, DI Yogyakarta"
PT Agrakencana Gitacemerlang,"Ngringo, Ngringo, Jaten, Kabupaten Karanganyar, Jawa Tengah"
PT Agrapana Bio Technology,"DUKUH KRAJAN RT 001 RW 001, Nongkodono, Kauman, Kabupaten Ponorogo, Jawa Timur"
PT Agrapana Jawa Dwipa Indonesia,"PERUM ROYAL RRESIDEN, Klepu, Ceper, Kabupaten Klaten, Jawa Tengah"
PT Agrapana Jaya Unggul,"Jl. Pejuang No. 152, Kel. Loa, Kec. Paseh, Kab. Bandung, Loa, Paseh, Kabupaten Bandung, Jawa Barat"
PT Agrapana Nugraha Katara,"JL.Cikunir Raya No. 25 RT. 002 RW. 002, Jakamulya, Bekasi Selatan, Kota Bekasi, Jawa Barat"
PT Agrapana Nugraha Katara,
PT Agrapana Nugraha Katara,"Jalan Raya Kopo Soreang Km 11.5, Cilampeni, Katapang, Kabupaten Bandung, Jawa Barat"
PT Agri Andalas,"JL. SIMPANG TIGA PASAR NGALAM, DERMAYU, AIR PERIUKAN, Kabupaten Seluma, Bengkulu"
PT Agri Bumi Sentosa,"Jl. Putri Junjung Buih RT.016, Ulu Benteng, Marabahan, Kabupaten Barito Kuala, Kalimantan Selatan"
CV Agri Dyarma Kaliandra,"Jl. Pemda, Komp.Ruko Sultan Mansion R-2 (Simpang Jl. Amanah), Paritmayor, Pontianak Timur, Kota Pontianak, Kalimantan Barat"
PT Agri Eastborneo Kencana,"Desa sedulang, Sedulang, Muara Kaman, Kabupaten Kutai Kartanegara, Kalimantan Timur"
PT Agri First Indonesia,"Jl Pulau Pinang V, Saentis, Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara"
PT Agri Indomas,"Jl. Mayzen Komp Pusri, Sei Selayur, Kalidoni, Kota Palembang, Sumatera Selatan"
PT Agri Lestari Nusantara,"Jl. Ir. Sutami Km.7 Kp Cikondang No. 57, Campang Jaya, Sukabumi, Kota Bandar Lampung, Lampung"
agri Makmur Mega Perkasa Indo,
PT Agri Makmur Pertiwi,"Jalan Pare Kediri Km.6,3, Sambirejo, Pare, Kabupaten Kediri, Jawa Timur"
PT Agri Pintar Asia,"MENARA STANDARD CHARTERED 9TH FLOOR, JALAN PROFESOR DOKTER SATRIO NOMOR 164, Karet Semanggi, Setiabudi, Kota Jakarta Selatan, DKI Jakarta"
PT AGRI SUMBA MAS,"Jl. Raya By Pass Teluk Bayur - Lubuk Begalung, No 2 KM 4,5 RT 01 / RW 07, Batung Taba, Lubuk Begalung, Kota Padang, Sumatera Barat"
PT AGRI TANIMAS SELARAS,"Jl. Pamagaran Kav. A-16 KIM-3, Tangkahan, Medan Labuhan, Kota Medan, Sumatera Utara"
PT Agri Timur Mas,"Kawasan Industri Maspion Estate , Jl. Raya Manyar KM 25, Desa Sukomulyo, Manyar, Kabupaten Gresik, Jawa Timur"
PT Agri Wangi Indonesia,"JL. Elang No. 88, Sanja, Citeureup, Kabupaten Bogor, Jawa Barat"
PR Agrianto Bagus Wicaksono,
PT Perorangan Agribina Lestari Persada,"KP. PADURENAN RT 01/04 GG. DUKUH, Pabuaran, Cibinong, Kabupaten Bogor, Jawa Barat"
PT Agribisnis Technology Indonesia,"Batu Nan Limo, Simalanggang, Payakumbuh, Kabupaten Lima Puluh Kota, Sumatera Barat"
PT Agric Amarga Jaya,"Jl. Hasanudin No.115, Mangunsari, Sidomukti, Kota Salatiga, Jawa Tengah"
PT Agricinal,"DESA PASAR SEBELAT, -, PUTRI HIJAU, Kabupaten Bengkulu Utara, Bengkulu"
PT Agriculture Construction,"Jl. Melati No.5, Wanaherang, Gunung Putri, Kabupaten Bogor, Jawa Barat"
PT Agriculture Construction Indonesia,
PR Agrien Furniture,"Jln. Yos Sudarso Desa Gedang, Gedang, Sungai Penuh, Kota Sungai Penuh, Jambi"
CV Agriesta Milk,
PT Agrijaya,"Jl. Raya Puncak Gadog No. KM 87, Tugu Selatan, Cisarua, Kabupaten Bogor, Jawa Barat"
PT Agrikencana Perkasa,
PR Agrilia Pasomba,"Sa'dan Tiroallo, Sadan Tiroallo, Sa'dan, Kabupaten Toraja Utara, Sulawesi Selatan"
PT Agrimitra Utama Persada,"Jalan Raya Padang Bukittinggi Km 51, Kapalo Hilalang, 2x11 Kayu Tanam, Kabupaten Padang Pariaman, Sumatera Barat"
PT Agrin Nusantara,
PT Agrina Sawit Perdana,"Dusun Penyeladi Hulu, Penyeladi, Kapuas, Kabupaten Sanggau, Kalimantan Barat"
PT AGRINDO,"JL. RAYA BAMBE KM. 19,3, BAMBE, DRIYOREJO, Kabupaten Gresik, Jawa Timur"
PT AGRINDO INDAH PERSADA,"JL.LINTAS SUMATERA KM.13, Tambang Baru, Tabir Lintas, Kabupaten Merangin, Jambi"
PT Agrindo Indah Persada,"Jl. Lintas Bengkulu Manna KM 45 Desa Tumbuan, Desa Tumbuan, Lubuk Sandi, Kabupaten Seluma, Bengkulu"
PT Agrindo Indah Persada,"DESA BANDAR PASIR MANDOGE, Bandar Pasir Mandoge, Bandar Pasir Mandoge, Kabupaten Asahan, Sumatera Utara"
PT Agrindo Majulestari,"Kawasan Industri Purati Kencana Alam Rt/Rw.007/001, Sukanagara, Cikupa, Kabupaten Tangerang, Banten"
PT Agrindo Panca Tunggal Perkasa,
PT Agrindo Putra Lestari,"Jl. Kamal Muara VII Sentra Industri Terpadu III Blok E No.27 Pantai Indah Kapuk, Kamal Muara, Penjaringan, Kota Jakarta Utara, DKI Jakarta"
CV Agrindo Suprafood,"Dsn. Pedukuhan Kretek Kidul RT. 02, Jambidan, Banguntapan, Kabupaten Bantul, DI Yogyakarta"
PT Agrindo Surya Abadi,"Jalan Besar Teluk Nibung LK V, Sei Merbau, Teluk Nibung, Kota Tanjung Balai, Sumatera Utara"
PT Agrindo Surya Abadi,
PT Agrinesia Raya,"Kawasan Industri Sentul Olympic CBD, Jalan Cahaya Raya Blok L, Leuwinutug, Citeureup, Kabupaten Bogor, Jawa Barat"
PT Agrinesia Raya,"Jalan Berbek Industri II No. 8, Berbek, Waru, Kabupaten Sidoarjo, Jawa Timur"
PT Agrinesia Raya,"Jl. Pelita Dalam II No. 3, Kawasan Industri Medan Star, Tanjung Morowa B, Tanjung Morowa, Kabupaten Deli Serdang, Sumatera Utara"
PT Agrinesia Raya,"Jl Garuda Cupuwatu I, Purwomartani, Kalasan, Kabupaten Sleman, DI Yogyakarta"
PR Agrinulla Feedmill,"Jl. Jakautama 2 no. C16, Kujangsari, Bandung Kidul, Kota Bandung, Jawa Barat"
PT Agrinusa Jaya Santosa,"Kawasan Industri Wahyu Sejahtera, Blok E3, Kp. Tegal RT 020 RW 006, Kembang Kuning, Klapanunggal, Kabupaten Bogor, Jawa Barat"
PT Agrinusa Jaya Santosa,"Plaza Amsterdam Blok B No. 30-32 Sentul City, Citaringgul, Babakan Madang, Kabupaten Bogor, Jawa Barat"
PT Agrinusa Persada Mulia,"Bupul 1, Desa/Kelurahan Bupul, Kec. Elikobal, Kab. Merauke, Provinsi Papua Selatan, Bupul, Elikobal, Kabupaten Merauke, Papua Selatan"
PT Agriprima Cipta Persada,"Andaito, Andaito, Muting, Kabupaten Merauke, Papua Selatan"
PR Agris Yuni Rispandi,"Blok Babakan Sari RT.003 RW.005, Batujajar Barat, Batujajar, Kabupaten Bandung Barat, Jawa Barat"
PT Agrisentra Lestari,"Dusun Lape, Lape, Sanggau Kapuas, Sanggau, Kalbar, Lape, Sanggau, Kabupaten Sanggau, Kalimantan Barat"
PR Agrita Hulda Bernifu,"kampung sawar, Desa/Kelurahan Sawar, Kec. Sarmi, Sawar, Sarmi, Kabupaten Sarmi, Papua"
CV Agritama Maulana Mandiri,"Jalan Anggur, dusun Tambaksari RT. 09 RW. 02 Desa Jatisari, Jatisari, Pakisaji, Kabupaten Malang, Jawa Timur"
PT Agriya Analitika,"Puri Indah Financial Tower Lantai 16 Unit 1605 Jl. Puri Lingkar Dalam Blok T8 Puri Indah RT/RW. 002/002, Kembangan Selatan, Kembangan, Kota Jakarta Barat, DKI Jakarta"
PT Agro Abadi,"Jalan Lingkungan Desa, Lubuk Siam, Siak Hulu, Kabupaten Kampar, Riau"
PT Agro Abadi Cemerlang,"Desa Enggadai, Enggadai, Meliau, Kabupaten Sanggau, Kalimantan Barat"
PR Agro Abian Salak,"Br. Dinas Telaga, Sibetan, Bebandem, Kabupaten Karang Asem, Bali"
CV Agro Aceh,"Jln Geulumpang Dusun Puklat, Meunasah Papeun, Krueng Barona Jaya, Kabupaten Aceh Besar, Nangroe Aceh Darussalam"
CV Agro Aceh,"Desa/Kelurahan Meunasah Papeun, Kec Krueng Barona Jaya, Kabupaten Aceh Besar, Meunasah Papeun, Krueng Barona Jaya, Kabupaten Aceh Besar, Nangroe Aceh Darussalam"
PT Agro Artha Surya,"PT. Agro Artha Surya, Pangea, Wonosari, Kabupaten Boalemo, Gorontalo"
PT Agro Batang Kasang,"Kampung Koto, Kasang, Batang Anai, Kabupaten Padang Pariaman, Sumatera Barat"
CV Agro Bentar Gemilang,"JL. RAYA BENTAR KM 8.1, Curahsawo, Gending, Kabupaten Probolinggo, Jawa Timur"
PT Agro Berjaya Nusantara,"Kecamatan jetis, Keluarahan mojorejo, Mojorejo, Jetis, Kabupaten Mojokerto, Jawa Timur"
PT Agro Bintang Persada,
CV Agro Bisnis Indonesia,"Jalan Tamangapa Raya No. 199 A Makassar, Tamangapa, Manggala, Kota Makassar, Sulawesi Selatan"
PT Agro Boga Utama,
PT Agro Borneo Mas,
PT Agro Buana Nusantara,"Lingk. Langkaplancar Rt 002 Rw 001, Bojongkantong, Langensari, Kota Banjar, Jawa Barat"
PT Agro Bukit,"Jl. Jenderal Sudirman Km. 26, Natai Baru, Mentaya Hilir Utara, Kabupaten Kotawaringin Timur, Kalimantan Tengah"
PT Agro Bumi Mas,"Desa Hanakau Jaya, Hanakau Jaya, Sungkai Utara, Kabupaten Lampung Utara, Lampung"
PT Agro Bumi Timur,"JALAN TAMANAN NO 01 DESA SIDOKARE, SIDOKARE, REJOSO, Kabupaten Nganjuk, Jawa Timur"
PT Agro Cemerlang Plasindo,"JL. KH. ABDUL FATAH, BATANGSAREN, KAUMAN, Kabupaten Tulungagung, Jawa Timur"
CV Agro Cita Mandiri,"JL. PROF DR.IR.SUTAMI NO.788 X RT.003, BULUROKENG, BIRINGKANAYA, Kota Makassar, Sulawesi Selatan"
PT Agro Deli Serdang,"Dusun VII, Dalu Sepuluh-A, Tanjung Morawa, Kab. Deli Serdang, Sumatera Utara, Dalu Sepuluh-A, Tanjung Morawa, Kabupaten Deli Serdang, Sumatera Utara"
PT Agro Graha Semesta,
CV Agro Harapan Mandiri,"TOMPO LEMO LEMO, Harapan, Tanete Riaja, Kabupaten Barru, Sulawesi Selatan"
CV Agro Inad Mandiri,"Jl. Raya Jumantono, Sambirejo, Jumantono, Kabupaten Karanganyar, Jawa Tengah"
PT Agro Indah Permata 21,"Jl. Baru kemang No. 41, Kemang, Kemang, Kabupaten Bogor, Jawa Barat"
PT Agro Indo Mandiri,"Jl. Pajajaran Kav. E-59, Babakan, Bogor Tengah, Kota Bogor, Jawa Barat"
PT agro indo steel,"jl. industri pancamata IV, kav 72, Desa Leuwilimus, cikande, Kota Serang, Banten"
PT Agro Indomas,"Jl. Sampit-Pangkalan Bun Km. 75, Terawan, Seruyan Raya, Kabupaten Seruyan, Kalimantan Tengah"
PT Agro Industri Gowa,"Jl HM Yasin Limpo Kompleks Ruko, Romangpolong, Somba Upu, Kabupaten Gowa, Sulawesi Selatan"
PT Agro Inti Kencanamas,"Desa Riwang, Riwang, Batu Engau, Kabupaten Paser, Kalimantan Timur"
PT Agro Jawa Dwipa,"Jalan Jeruklegi Kulon RT 03 RW 03 Dusun Danasri, Jeruklegi, Jeruklegi, Kabupaten Cilacap, Jawa Tengah"
PT Agro Jaya Industri,"PERGUDANGAN SUNRISE BIZPARK BLOK D NOMOR 25-26, KAMPUNG GELAM, Gelam Jaya, Pasar Kemis, Kabupaten Tangerang, Banten"
UD Agro Jaya Inti Bawor,"Jln. Suparjo Rustam Rt 01 Rw 07 Dusun Pritgantil Sokaraja Kulon, Sokaraja, Banyumas Jawa Tengah 53181, Sokaraja Tengah, Sokaraja, Kabupaten Banyumas, Jawa Tengah"
CV Agro Jaya Oktaviant,"RT. 05 RW. 02 Dusun Balongpandan, Jogosatru, Sukodono, Kabupaten Sidoarjo, Jawa Timur"
PT Agro Karunia Jaya,
PT Agro Karya Abadi,
CV Agro Karya Mandiri Sejahtera,"Dusun Pulorejo, Menampu, Gumukmas, Kabupaten Jember, Jawa Timur"
CV Agro Konjac Bali,"Jalan Samudra Loka, Desa Lokapaksa, Lokapaksa, Seririt, Kabupaten Buleleng, Bali"
CV Agro Lestari,
PT Agro Lestari Makmur Nusantara,"Dukuh Manggisan, Amongrogo, Limpung, Kabupaten Batang, Jawa Tengah"
PT Agro Lino Sejahtera,"Jl Binjai KM 14 GG Kenduri No.1, Mulio Rejo, Sunggal, Kabupaten Deli Serdang, Sumatera Utara"
CV Agro Madura Sejahtera,"Jl. Veteran No. 7, Barurambat Kota, Pamekasan, Kabupaten Pamekasan, Jawa Timur"
CV Agro Makmur Mandiri,"JL. Krueng Jreu , Desa/Kelurahan Lam Ilie Mesjid, Kec. Indrapuri, Kab. Aceh Besar, Provinsi Aceh, Lam Ilie Mesjid, Indrapuri, Kabupaten Aceh Besar, Nangroe Aceh Darussalam"
PT Agro Makmur Raya,"Jl. Soekarno No.1, Bitung Timur, Maesa, Kota Bitung, Sulawesi Utara"
PT AGRO MAKMUR RAYA,"JL. BABE PALAR, Madidir Unet, Madidir, Kota Bitung, Sulawesi Utara"
CV Agro Makmur Sejahtera,
PR Agro Mandiri Comfeed,"Desa limpua, Tua, Majauleng, Kabupaten Wajo, Sulawesi Selatan"
PT Agro Manunggal Cocos,"Jl. Baruga RT/RW 03/01, Blok Kabaiya Barat, Taipa, Palu Utara, Kota Palu, Sulawesi Tengah"
PT Agro Manunggal Selaras,"Kampung Jelmu Sibak, Kampung Jelmu Sibak, Bentian Besar, Kabupaten Kutai Barat, Kalimantan Timur"
PT Agro Mega Perkasa,"Jl. Raya Pelabuhan No.8, Teluk Sepang, Kampung Melayu, Kota Bengkulu, Bengkulu"
PT Agro Megatama Persada,"Jalan Raya Jatinegara Barat Nomor 197 RW.003, Desa/Kelurahan Bali Mester, Kec. Jatinegara, Kota Adm. Jakarta Timur, Provinsi DKI Jakarta, Kode Pos: 13310, Bali Mester, Jatinegara, Kota Jakarta Timur, DKI Jakarta"
PT Agro Merak Sejahtera,
CV Agro Miftahul Khisba,"Paledang, RT 002 RW 001, Kramatwangi, Cisurupan, Kabupaten Garut, Jawa Barat"
PT Agro Mitra Alimentare,"Jalan Raya Pakis - Jabung, Pakisjajar, Pakis, Kabupaten Malang, Jawa Timur"
CV Agro Mitra Berjaya,"Dusun III, RT.09/RW.05, Pujo Basuki, Trimurjo, Kabupaten Lampung Tengah, Lampung"
PT Agro Mitra Madani,"Jln WKS Km 11 Desa Talang Makmur, Tebing Tinggi, Tebing Tinggi, Kabupaten Tanjung Jabung Barat, Jambi"
PT Agro Mitra Madani,"JL. WKS KM.11 DESA TALANG MAKMUR, TEBING TINGGI, TEBING TINGGI, Kabupaten Tanjung Jabung Barat, Jambi"
PT Agro Mitra Solusi,"Blok Kenur Rt 04 Rw 01, Jayalaksana, Kedokan Bunder, Kabupaten Indramayu, Jawa Barat"
CV Agro Mulia,"Jl.Raya Klampok 103 Klampok, Klampok, Wanasari, Kabupaten Brebes, Jawa Tengah"
PT Agro Mulia Internasional,
CV Agro Mulya Lestari Jembrana,
PR Agro Niaga Amanah,
PT Perorangan Agro Niaga Sejahtera,"Kampung Lebak Pari III RT.009 RW. 004, Lebakpeundeuy, Cihara, Kabupaten Lebak, Banten"
PT Agro Nusa Abadi,"Pebo'oa, Pebo'oa, Petasia Timur, Kabupaten Morowali, Sulawesi Tengah"
CV Agro Nusa Indah,"Jl. Raya Daendles Km. 30,, Wadeng, Sedayu, Kabupaten Gresik, Jawa Timur"
PT Agro Nusantara Indonesia,"Ds. Doudo, Kec. Sidayu, Kab. Gresik, Doudo, Panceng, Kabupaten Gresik, Jawa Timur"
PT Agro Nusantara Internasional,"Jl Raya Pakal No. 27, Pakal, Pakal, Kota Surabaya, Jawa Timur"
PT AGRO PALINDO SAKTI,"DESA MANDONG, Mandong, Tayan Hulu, Kabupaten Sanggau, Kalimantan Barat"
PR Agro Perdana,"Dsn. Semanding RT.01 RW.14 Ds. Tawang, Tawang, Wates, Kabupaten Kediri, Jawa Timur"
CV Agro Persada,"Jalan Mulawarman Gang Hunian Gema Tani RT. 034 No. 049, Lamaru, Balikpapan Timur, Kota Balikpapan, Kalimantan Timur"
PR Agro Pertasi,
PT Agro Prabu Mastari,"Jalan Kerinci Ujung No.12 RT.003 RW.006, Muara Dua, Prabumulih Timur, Kota Prabumulih, Sumatera Selatan"
PT Agro Rawas Ulu,"Jl. Lintas Sumatera Sarolangun KM 99, Pasar Surulangun, Rawas Ulu, Kabupaten Musi Rawas, Sumatera Selatan"
PT Agro Riset Nusantara,"Rancamaya No.33 RT 001/RW 004, Bojongkerta, Bogor Selatan, Kota Bogor, Jawa Barat"
PT Agro Rubberindo Industry,"DUSUN IV, Hessa Perlompongan, Air Batu, Kabupaten Asahan, Sumatera Utara"
CV Agro Santanindo,"Jl. Gatot Subroto No. 77, Sidomulyo, Ngembatpadas, Gemolong, Kabupaten Sragen, Jawa Tengah"
PT Agro Sarimas Indonesia,"Jl. Lintas Rengat-Tembilahan, Desa Sungai Gantang, Kempas, Kabupaten Indragiri Hilir, Riau"
PT Agro Sebalo Sejahtera,
CV Agro Sehat Nusantara,"Kerduan RT 004 RW 001, Kalangrejo, Kunduran, Kabupaten Blora, Jawa Tengah"
PT Perorangan Agro Sembada Indonesia,
PT Agro Sentosa Raya,"Jl. Desa Kedep RT01 RW.021, Desa Tlajung Udik, Gunung Putri, Kabupaten Bogor, Jawa Barat"
PT Agro Serasi Lestari,"DUSUN II DESA RAHUNING II, RAHUNING II, RAHUNING, Kabupaten Asahan, Sumatera Utara"
PT Agro Sinergi Nusantara,"Pasi Timon, Teunom, Kabupaten Aceh Jaya., Pasi Timon, Teunom, Kabupaten Aceh Jaya, Nangroe Aceh Darussalam"
CV Agro Sukses Abadi,
PT Agro Sukses Lestari,"DUSUN KUALA JAYA DESA NANGA LEBANG, NANGA LEBANG, KELAM PERMAI, Kabupaten Sintang, Kalimantan Barat"
PT Agro Sukses Lestari,"Dusun Kuala Jaya, Desa Nanga Lebang, Kelam Permai, Kabupaten Sintang, Kalimantan Barat"
CV Agro Sumber Makmur,"jl hayam wuruk no 37 b, gondanglegi kulon, gondanglegi, Kabupaten Malang, Jawa Timur"
PT AGRO TAMA MAKMUR,
PT Agro Tani Pertiwi,"JL. RAYA DEANDLES KM 31, Kel. Wadeng, Kec. Sidayu, Kab. Gresik, Provinsi Jawa Timur, Wadeng, Sidayu, Kabupaten Gresik, Jawa Timur"
PR Agro Tani Sejahtera,"kalianak barat 55u, genting kalianak, asem rowo, Kota Surabaya, Jawa Timur"
PT AGRO TECHNICAL SUPPLY,
PT Agro Tri Mitraperintis,"Kp. Tugu asem Rt.001 Rw.006 desa sukamaju kecamatan cianjur, provinsi Jawa Barat, Sukamaju, Cianjur, Kabupaten Cianjur, Jawa Barat"
PT Agro Tunas Abadi,"Jalan Gerilya, RT/RW 006/004, Keras, Diwek, Kabupaten Jombang, Jawa Timur"
PT Agro Tunas Teknik,"Jl.Raya Gamprit No.78, Jatiwaringin, Pondokgede, Kota Bekasi, Jawa Barat"
PT Agro Unggul Jayamakmur,"Jl. Durian No. 23 Dusun Suko RT. 002 RW. 028, Desa/Kelurahan Bangsalsari, Kec. Bangsalsari, Kab. Jember, Provinsi Jawa Timur Kode Pos: 68154, Bangsalsari, Bangsalsari, Kabupaten Jember, Jawa Timur"
PT Agro Utama Indonesia,"Desa Pulubala, Pongongaila, Pulubala, Kabupaten Gorontalo, Gorontalo"
PT Agro Utama Indonesia,
PT Agro Wana Lestari,"Jl. Ex Serpatim Seberang, Tanah Haluan, Bukit Santuai, Kabupaten Kotawaringin Timur, Kalimantan Tengah"
PT Agro Wira Ligatsa,"JORONG SIMPANG TIGA ALIN, NAGARI MAUARA KIAWAI, KECAMATAN GUNUNG TULEH, KABUPATEN PASAMAN BARAT, Muaro Kiawai, Gunungtuleh, Kabupaten Pasaman Barat, Sumatera Barat"
CV Agro Zym Jaya,"DUSUN KEBONJATI, RT. 002 RW. 005 Kelurahan Sentul, Sentul, Purwodadi, Kabupaten Pasuruan, Jawa Timur"
PT Agrofarm Nusa Raya,"Jl. Raya Ponorogo-Madiun Km.4, Kertosari, Babadan, Kabupaten Ponorogo, Jawa Timur"
PT AGROFOOD MAKMUR MANDIRI,"Jl. Raya krian mojosari., Watukenongo, pungging, Kabupaten Mojokerto, Jawa Timur"
PT Agrogeen Energi Mandiri,"Jl. Raya Kudus-Demak KM.10, Gajah, Gajah, Kabupaten Demak, Jawa Tengah"
CV Agrojan Berkah Nusantara,"JL. RAYA SAMPUNG-POIJO, JENANGAN, SAMPUNG, Kabupaten Ponorogo, Jawa Timur"
PT Agrojaya Perdana,"Jl. K.L. Yos Sudarso Km. 15,5, Martubung, Medan Labuhan, Kota Medan, Sumatera Utara"
PT Agrokarya Primalestari,"Kecamatan Bukit Santui, Desa Tumbang Tilap, Tumbang Tilap, Bukit Santuai, Kabupaten Kotawaringin Timur, Kalimantan Tengah"
PT AGROLESTARI MANDIRI,"Desa Nanga Tayap, Sungai Kelik, Nanga Tayap, Kabupaten Ketapang, Kalimantan Barat"
PT Agrolestari Sentosa,"desa Tumban Telaken, desa Hujung Pata, Tumbang Talaken, Manuhing, Kabupaten Gunung Mas, Kalimantan Tengah"
PT Agromanna Jaya Lestari,"Kawasan Graha Balaraja Industrial Estate, Kavling C5 No. B1, Tobat, Balaraja, Kota Tangerang, Banten"
PT Agromanna Jaya Lestari,
PT Agromas Batam Pratama,"Jl. Palma Sei Binti, Tanjung Uncang, Batu Aji, Kota Batam, Kepulauan Riau"
PT AGROMINA WICAKSANA,"Jl Berbek Industri V no 25b, Berbek, Waru, Kabupaten Sidoarjo, Jawa Timur"
PR Agrominafiber Java Indonesia,"Dk Binangun RT 004 RW 002 wonotirto, Karanggayam, Wonotirto, Karanggayam, Kabupaten Kebumen, Jawa Tengah"
CV Agromitra Sejahtera,"Jalan Tirta Ria Gang Mawar III No. 24/3, Way Kandis, Tanjung Senang, Kota Bandar Lampung, Lampung"
PT Agronesia,"JALAN SIMPANG INDUSTRI NO. 2, ARJUNA, CICENDO, Kota Bandung, Jawa Barat"
PT Agronesia,"JALAN KASEPUHAN NO. 6, LEMAHWUNGKUK, LEMAHWUNGKUK, Kota Cirebon, Jawa Barat"
